Ortholog Group ID,Drosophila ananassae,Drosophila simulans,Drosophila yakuba,Drosophila suzukii,Drosophila miranda,Drosophila mauritiana,Drosophila sechellia,Drosophila santomea,Drosophila melanogaster
22492at7215,Dana\GF17266,Dsim\GD18187,Dyak\GE10682,LOC108012108,LOC108155051,LOC117142308,LOC6616939,120450841,Npl4
22501at7215,Dana\GF15495,Dsim\GD22142,Dyak\GE12522,LOC108021523,LOC108163383,LOC117150479,Dsec\GM26429,120456104,Tom70
22508at7215,Dana\GF21540,Dsim\GD22679,Dyak\GE18718,LOC108021526,LOC108163602,LOC117139079,Dsec\GM18060,120449999,jet
22514at7215,Dana\GF20315,Dsim\GD16216,Dyak\GE16486,LOC108004569,LOC108165057,LOC117148155,Dsec\GM12597,120456742,CG4666;Dmel\CG4666
22539at7215,Dana\GF14904,Dsim\GD23989,Dyak\GE20803,LOC108021409,LOC108163559,LOC117136496,Dsec\GM15882,120457478,yellow-c
2256at7215,Dana\GF10483,Dsim\GD13021,Dyak\GE20374,LOC108012403,LOC108151986,LOC117140649,Dsec\GM24972,120448370,Dmel\CG7550
22582at7215,Dana\GF16574,Dsim\GD18587,Dyak\GE25920,LOC108011552,LOC108155213,LOC117143393,Dsec\GM23777,120452863,anon-WO0118547.327;CG11980;Dmel\CG11980
22600at7215,Dana\GF24262,Dsim\GD13722,Dyak\GE20353,LOC108007111,LOC108151324,LOC117139518,LOC6610545,120450159,Sk2
22609at7215,Dana\GF15162,Dsim\GD23069,Dyak\GE17319,LOC108017208,LOC108162595,LOC117146865,Dsec\GM16793,120458230,TBC1D23
2260at7215,Dana\GF24443,Dsim\GD13597,Dyak\GE21131,LOC108012361,LOC108152863,LOC117140149,Dsec\GM14388,120448756,Sac1
22652at7215,Dana\GF22180,Dsim\GD16488,Dyak\GE16596,LOC108016634,LOC108151141,LOC117148857,LOC6616235,120455201,CG3038;dbeta3GnT;Dmel\CG3038;EG:BACR37P7.1
22689at7215,Dana\GF23958,Dsim\GD14053,Dyak\GE21658,LOC108013315,LOC108151984,LOC117141885,Dsec\GM25020,120450245,msk
2269at7215,Dana\GF14879,Dsim\GD22949,Dyak\GE16018,LOC108021301,LOC108163563,LOC117150320,Dsec\GM16656,120443910,Nle
22701at7215,Dana\GF24020,Dsim\GD13462,Dyak\GE20943,LOC108012823;LOC108012826,LOC108151764,LOC117139269,Dsec\GM14197,120450414,GC
22702at7215,Dana\GF19519,Dsim\GD27646,Dyak\ND75,LOC108019187,LOC108151485,LOC117146362,Dsec\GM11194,120455952,ND-75
22706at7215,Dana\GF17667,Dsim\GD19926,Dyak\GE27351,LOC108018438,LOC108157019,LOC117144806,Dsec\GM10947,120453046,Syt4
22736at7215,Dana\GF25145,Dsim\GD14199,Dyak\GE20859,LOC108012863,LOC108151438,LOC117141026,Dsec\GM25168,120447508,Dmel\CG8336
22745at7215,Dana\GF21563,Dsim\GD23817,Dyak\GE18571,LOC108021134,LOC108161806,LOC117144682,Dsec\GM26729,120453717,Ced-12
22763at7215,Dana\GF24657,Dsim\GD12915,Dyak\GE21231,LOC108013347,LOC108151847,LOC117142074,LOC6605047,120448216,path
22775at7215,Dana\GF24308,Dsim\GD12404,Dyak\GE22149,LOC108013492,LOC108151871,LOC117139831,LOC6606083,120448791,frc
22813at7215,Dana\GF25238,Dsim\GD12375,Dyak\GE22118,LOC108017649,LOC108153475,LOC117141529,Dsec\GM24307,120449468,CG5584
22823at7215,Dana\GF19325,Dsim\GD17240,Dyak\GE17219,LOC108019195,LOC117186336,LOC117146746,LOC6619976,120455005,Dmel\CG33172
22841at7215,Dana\Dl-2;Dl-2,Dsim\Dl,Dyak\GE25135,LOC108010757,LOC108156309,LOC117142429,Dsec\GM26915,120451361,Dl
22877at7215,Dana\GF20577,Dsim\GD22774,Dyak\GE14935,LOC108020099,LOC108163192,LOC117139204,LOC6613210,120453485,Mad
22896at7215,Dana\GF18050,Dsim\GD20904,Dyak\GE10249,LOC108016191,LOC108156226,LOC117143161,Dsec\GM26381,120452575,Dmel\CG6656
22930at7215,Dana\GF17431,Dsim\GD18218,Dyak\GE10719,LOC108007938,LOC108154682,LOC117142985,Dsec\GM17736,120450733,GlnRS
22981at7215,Dana\GF17265,Dsim\GD18186,Dyak\GE10681,LOC108012109,LOC108157182,LOC117142312,Dsec\GM10233,120453004,Ssadh
22985at7215,Dana\GF23880,Dsim\GD13284,Dyak\GE20640,LOC108020032,LOC108152231,LOC117141799,Dsec\GM14004,120450208,Teh3
22999at7215,Dana\GF24031,Dsim\GD14431,Dyak\GE21954,LOC108017370,LOC108153180,LOC117140006,Dsec\GM25399,120448741,trn
23012at7215,Dana\GF19422,6725972,Dyak\GE16081,LOC108005276,LOC108155831,LOC117146387,Dsec\GM12016,120455822,CG9503;Dm GMCalpha1
23013at7215,Dana\GF22944,Dsim\GD18089,Dyak\GE10581,LOC108016135,LOC108156955,LOC117142782,Dsec\GM10127,120453542,Ser
23016at7215,Dana\GF22105,Dsim\GD16164,Dyak\GE17542,LOC108016615,LOC108152875,LOC117147381,LOC6618964,120455899,Dmel\CG4615
23087at7215,Dana\GF15180,Dsim\GD23094,Dyak\GE17539,LOC108011382,LOC108161590,LOC117148072,Dsec\GM16814,120451858,a5
23103at7215,Dana\GF24574,Dsim\GD14729,Dyak\GE19931,LOC108010516,LOC108151259,LOC117140712,Dsec\GM25722,120450597,E3
23118at7215,LOC6504672,Dsim\GD29552,Dyak\GE16707;Dyak\GE16711,LOC108016817,LOC108152108,LOC117148780,LOC6616027,120456364,Adar
23120at7215,Dana\GF19097,Dsim\GD16074,Dyak\GE15462,LOC108015295,LOC108153913,LOC117148723,Dsec\GM22349,120455319,Ir8a
23135at7215,Dana\GF23281,Dsim\GD15186,Dyak\GE23721,LOC108016159,LOC108157051,LOC117143412,Dsec\GM10373,120451422,grass
23200at7215,Dana\Dsor1;Dsor1,Dsor1,Dyak\GE17784,LOC108014998,LOC108164991,LOC117148621,Dsec\GM22414,120456600,Dsor1
23239at7215,Dana\GF18242,Dsim\GD18144,Dyak\GE10638,LOC108014049,LOC108156596,LOC117144254,Dsec\GM10193,120452520,CG6073;Dmel\CG6073
23245at7215,Dana\GF13153,Dsim\GD10440,Dyak\GE19089,LOC108017747,LOC108159369,LOC117138681,Dsec\GM20911,120458944,CG3364
23259at7215,Dana\GF13533,Dsim\GD11697,Dyak\GE14017,LOC108010231,LOC108158565,LOC117137840,LOC6615586,120446441,CG13520;CG30275;CG30268
23278at7215,Dana\GF18892,Dsim\GD18317,Dyak\GE10823,LOC108015742,LOC108156368,LOC117142811,LOC6607694,120454360,Myo95E
2327at7215,Dana\GF14028,Dsim\GD22498,Dyak\GE18362,LOC108019040,LOC108163543,LOC117150165,Dsec\GM13572,120458365,Dmel\CG5149
23299at7215,Dana\GF13650,Dsim\GD10527,Dyak\GE19163,LOC108019912,LOC108158191,LOC117138270,Dsec\GM20996,120445974,Dmel\CG2906
23357at7215,Dana\GF11313,Dsim\ird5,Dyak\ird5,LOC108005998,LOC108156166,LOC117144963,Dsec\GM25737,120452646,IKKbeta
23377at7215,Dana\GF16215,Dsim\GD17508,Dyak\GE10406,LOC108015505,LOC108155305,LOC117142543,Dsec\GM12199,120450828,Acph-1
23427at7215,Dana\GF13714,Dsim\GD10987,Dyak\GE12565,LOC108019639,LOC108158340,LOC117136992,Dsec\GM21493,120445802,Dmel\CG6347
23429at7215,Dana\GF12871,Dsim\GD11806,Dyak\GE14336,LOC108010093,LOC108160091,LOC117135574,Dsec\GM16058,120444796,DNAlig1
23495at7215,Dana\GF16531,Dsim\GD20781,Dyak\GE24760,LOC108017475,LOC108156837,LOC117144437,Dsec\GM26241,120450780,Kap-alpha3
2351at7215,Dana\GF10930,Dsim\GD14150,Dyak\GE20801,LOC108013044,LOC108151557,LOC117142052,Dsec\GM25115,120449452,CG5144;Dmel\CG5144
23521at7215,Dana\GF18403,Dsim\GD20775,Dyak\GE24752,LOC108016394,LOC108157510,LOC117144891,LOC6621084,120451164,Dmel\CG9492
23522at7215,Dana\GF25303,Dsim\GD14341,Dyak\GE21866,118877322,LOC108151011,LOC117139120,Dsec\GM25310,120450184,BcDNA:LP01340
23526at7215,Dana\GF14557,Dsim\GD21692,Dyak\GE12583,LOC108006238,LOC108163502,LOC117143119,Dsec\GM23319,120447061,phr6-4
23530at7215,Dana\GF17261,Dsim\GD19994,Dyak\GE25001,LOC108014418,LOC108156085,LOC117142600,Dsec\GM15087,120450970,CG3308;Dmel\CG3308
2356at7215,Dana\GF22243,Dsim\GD15786,Dyak\GE16031,LOC108019144,LOC108162013,LOC117148775,Dsec\GM22538,120455237,anon-EST:Posey267;CG9240
23577at7215,Dana\GF15359,Dsim\GD24079,Dyak\GE12764,LOC108016835,LOC108164085,LOC117135116,Dsec\GM17203,120446137,yellow-b
23579at7215,Dana\GF24114,Dsim\GD12164,Dyak\GE22384,LOC108012839,LOC108151655,LOC117138961,Dsec\GM22189,120450451,Pex16
23629at7215,Uba4,Dsim\GD28951,Uba4,LOC108016319,LOC108162091,LOC117150965,Uba4,120454420,Uba4
23632at7215,Dana\GF10834,Dsim\GD12235,Dyak\GE22447,LOC108005556,LOC108152106,LOC117141503,Dsec\GM14951,120449623,Csas
23638at7215,Dana\GF24983,Dsim\GD12724,Dyak\GE20125,LOC108012565,LOC108152550,LOC117139281,Dsec\GM24661,120449711,Smyd4-2
23688at7215,Dana\GF10066,Dsim\GD13486,Dyak\GE20971,LOC108013316,LOC108151203,LOC117141930,Dsec\GM14224,120450400,Dmel\CG2277
23705at7215,Dana\GF15764,Dsim\GD23675,Dyak\GE18920,LOC108021000,LOC108161322,LOC117142891,Dsec\GM18137,120447264,CG4972;Q9VKZ7_DROME
23746at7215,Dana\GF10458,Dsim\GD13190,Dyak\GE20552,LOC108012528,LOC108150911,LOC117139815,Dsec\GM13912,120449570,ScsbetaG
23754at7215,Dana\GF11191,Dsim\GD15774,Dyak\GE16016,LOC108019093,LOC117186125,LOC117148536,Dsec\GM22522,120456098,Chc
23771at7215,Dana\GF17440,Dsim\GD20708,Dyak\GE24672,LOC108010934,LOC108157812,LOC117143869,Dsec\GM26155,120452033,Dmel\CG14691
23788at7215,Dana\GF20436,Dsim\GD15538,Dyak\GE15352,LOC108018909,LOC108153110,LOC117147920,Dsec\GM22676,120456493,Syx16
23829at7215,Dana\GF15510,Dsim\GD22783,Dyak\GE14950,LOC108021540,LOC108161988,LOC117135313,Dsec\GM18172,120458161,SerRS
23835at7215,Dana\GF16145,Dsim\GD18446,Dyak\Dph5,LOC108012184,LOC108156735,LOC117143145,Dsec\GM23636,120451598,Dph5
23841at7215,Dana\GF19143,Dsim\GD24553,Dyak\GE15425,LOC108015012,LOC108165058,LOC117147175,Dsec\GM18824,120455701,AAF46535;FBpp0071364
23853at7215,Dana\GF25022,Dsim\GD13797,Dyak\GE21395,LOC108011860,LOC108152777,LOC117140640,Dsec\GM14607,120448873,fd64A;FoxL1
23880at7215,Dana\GF13807,Dsim\GD10320,Dyak\GE24676,LOC108017777,LOC108159652,LOC117137207,Dsec\GM20868,120456611,Trap1
23922at7215,Dana\GF22299,Dsim\GD27823,Dyak\GE15794,LOC108015015,LOC108152520,LOC117147598,Dsec\GM21713,120456334,Dmel\CG12081
2392at7215,Dana\GF21159,Dsim\GD24840,Dyak\crl,LOC108011151,LOC108164875,LOC117147322,LOC6617957,120455700,Ubc7
23941at7215,Dana\GF12612,Dsim\GD25326,Dyak\GE13851,LOC108010292,LOC108159199,LOC117136761,Dsec\GM19836,120445821,CG9416-PA
23961at7215,Dana\GF24914,Dsim\GD13682,Dyak\GE20317,LOC108012468,LOC108165535,LOC117141999,Dsec\GM14486,120447842,Dmel\CG8993
23971at7215,LOC6495341,Dsim\GD10062,Dyak\GE22170,LOC108009145,LOC108158803,LOC117138463,Dsec\GM20590,120448273,Dmel\CG30340
24004at7215,LOC6504912,Dsim\sog,Dyak\sog,LOC108019182,LOC108161821,LOC117147155,Dsec\GM22543,120455726,sog
24024at7215,Dana\GF18476,Dsim\GD18623,Dyak\GE25960,LOC108017476,LOC108155459,LOC117144438,Dsec\GM23814,120454492,Dmel\CG8199
24085at7215,Dana\GF14044,Dsim\GD22203,Dyak\GE13077,LOC108021074,LOC108162989,LOC117150764,Dsec\GM11203,120450033,Art8
2408at7215,Dana\GF12624,Dsim\GD25632,Dyak\GE12257,LOC108008510,LOC108160918,LOC117136466,Dsec\GM20153,120446398,Dmel\CG8093
24115at7215,Dana\GF18063,Dsim\GD20916,Dyak\GE10263,LOC108018578,LOC108156245,LOC117144085,Dsec\GM26394,120451103,ND-42
24128at7215,Dana\GF13899,Dsim\GD21951,Dyak\GE19399,LOC108008066,LOC108161397,LOC117144713,Dsec\GM14306,120458680,Dmel\CG15255
24129at7215,Dana\GF21765,Dsim\GD23012,Dyak\GE16692,LOC108014220,LOC108162280,LOC117135344,Dsec\GM16728,120454249,anon-21Ca
24136at7215,Dana\GF14087,Dsim\GD22246,Dyak\GE13539,LOC108020947,LOC108163271,LOC117146824,Dsec\GM11608,120447812,Fatp1
2420at7215,Dana\GF19056,Dsim\GD24862,Dyak\GE17756,LOC108011225,LOC108153278,LOC117148034,Dsec\GM22925,120456740,Usp39
24223at7215,Dana\GF15968,Dsim\GD17497,Dyak\GE17892,LOC108015390,LOC108164711,LOC117146950,LOC6615150,120455990,Cyp6v1
24226at7215,Dana\GF10455,Dsim\GD13186,Dyak\GE20547,LOC108011430,LOC108150909,LOC117139071,Dsec\GM13909,120450457,Alp10
24227at7215,Dana\GF16595,Dsim\GD16568,Dyak\GE23331,LOC108010865,LOC108154616,LOC117144835,Dsec\GM12101,120454577,mesh
24234at7215,Dana\GF20520,Dsim\GD12046,Dyak\GE19480,LOC108011462,LOC108154161,LOC117140339,Dsec\GM22490,120448527,RpL10
24243at7215,Dana\GF10330,Dsim\GD14877,Dyak\GE19668,LOC108005883,LOC108151623,LOC117139644,Dsec\GM22279,120447674,CG5618;Dmel\CG5618
24262at7215,Dana\GF23789,Dsim\GD13057,Dyak\GE20414,LOC108005830,LOC108153676,LOC117139048,Dsec\GM13761,120449458,Dmel\CG8560
2427at7215,Dana\GF24530,Dsim\GD12788,Dyak\GE20194,LOC108010716,LOC108153602,LOC117140728,Dsec\GM24728,120447769,CG6083;Dmel\CG6083
24287at7215,Dana\GF24642,Dsim\GD12094,Dyak\GE22301,LOC108017638,LOC108152740,LOC117140398,Dsec\GM22117,120448700,CG11247;Dmel\CG11247
24336at7215,Dana\GF18187,Dsim\GD18571,Dyak\GE25904,LOC108007977,LOC108155013,LOC117142843,Dsec\GM23760,120451326,CG8202
24369at7215,Dana\GF11965,Dsim\GD11385,Dyak\GE11972,LOC108017883,LOC108159213,LOC117136945,Dsec\GM21888,120444911,CG5189
24378at7215,Dana\GF21532,Dsim\GD23312,Dyak\GE11271,LOC108021012,LOC108161961,LOC117135210,LOC6613412,120456893,Dmel\CG3756
24389at7215,Dana\GF10142,Dsim\GD12956,Dyak\GE21275,LOC108013546,LOC108153634,LOC117141425,LOC6604950,120449612,mfr
24396at7215,Dana\GF25011,Dsim\GD13995,Dyak\GE21596,LOC108005776,LOC108152087,LOC117141551,Dsec\GM14822,120449829,Acbp2
24419at7215,LOC6507786,Dsim\GD14984,Dyak\GE19782,LOC108017612,LOC108153566,LOC117139297,Dsec\GM22395,120449410,Atox1
24468at7215,Dana\GF16260,Dsim\GD21036,Dyak\GE10393,LOC108007840,LOC108154677,LOC117145077,Dsec\GM26529,120453082,Plip-RB;PTPMT1
24474at7215,Dana\GF24157,Dsim\GD29537,Dyak\GE19523,LOC108007498,LOC108152703,LOC117139336,Dsec\GM25589,120447539,Strump
24478at7215,Dana\GF20977,Dsim\GD16882,Dyak\GE15763,LOC108018919,LOC108153418,LOC117148338,Dsec\GM11229,120456206,Dmel\CG2129
24500at7215,Dana\Desat1,Dsim\Fad,Dyak\Desat1,LOC108018676,LOC108155623,LOC117145473,Dsec\GM24036,120452704,Desat1
24501at7215,Dana\GF18049,Dsim\GD20901,Dyak\GE10246,LOC108016193,LOC108156224,LOC117143162,Dsec\GM26379,120453024,CG13414
24525at7215,Dana\GF21976,Dsim\GD27572,Dyak\GE28152;FarO,LOC108016916,LOC108162881,LOC117147099,Dsec\GM18908,120455483,FarO
24537at7215,Dana\GF10367,Dsim\GD12528,Dyak\GE23129,LOC108013774,LOC108151988,LOC117141711,Dsec\GM24458,120449050,l(3)72Ab
24541at7215,Dana\GF27681,Dsim\GD27912,Dyak\GE27689,LOC108008979,LOC108160384,LOC117138211,LOC6609131,120446627,CG30070
24549at7215,Dana\GF15154,Dsim\GD21649,Dyak\GE12998,LOC108019906,LOC108162666,LOC117136454,Dsec\GM23271,120457739,CG9247-RA;Nbr
24551at7215,Dana\GF15036,Dsim\GD23256,Dyak\GE18260,LOC108020313,LOC108162704,LOC117150977,Dsec\GM18439,120448029,bark
24568at7215,Dana\GF16136,Dsim\GD18046,Dyak\GE10527,LOC108017496,LOC108156115,LOC117142370,Dsec\GM16308,120450795,mfrn
24590at7215,Dana\GF10251,Dsim\GD13310,Dyak\GE20665,LOC108011836,LOC108153489,LOC117139405,Dsec\GM14029,120449697,Dmel\CG10866
24613at7215,Dana\GF12565,Dsim\GD10134,Dyak\GE22768,LOC108019718,LOC108159726,LOC117138544,Dsec\GM20660,120444682,FBXL9
24650at7215,Dana\GF13669,Dsim\GD10548,Dyak\GE19183,LOC108019891,LOC108160008,LOC117136398,Dsec\GM21014,120458096,Mlh1
24657at7215,Dana\GF18345,Dsim\GD18536,Dyak\GE25871,LOC108006496,LOC108157058,LOC117143879,Dsec\GM23726,120451000,Arl2
24661at7215,Dana\GF24855,Dsim\GD13668,Dyak\GE21208,LOC108012645,LOC108152444,LOC117140446,Dsec\GM14469,120447609,Oseg2
24679at7215,Dana\GF20851,Dsim\GD24599,Dyak\GE16841,LOC108016997,LOC108164911,LOC117148849,Dsec\GM12671,120456768,CG3009;Dmel\CG3009
24696at7215,Dana\GF14648,Dsim\GD21798,Dyak\GE12693,LOC108021658,LOC108161736,LOC117148024,Dsec\GM17051,120446420,Nedd8
24748at7215,Dana\GF23722,Dsim\GD14968,Dyak\GE19765,LOC108006916,LOC108152254,LOC117139690,Dsec\GM22377,120448138,CG7611;Dmel\CG7611
24843at7215,Dana\GF17142,Dsim\GD20745,Dyak\GE24714,LOC108013903,LOC108157219,LOC117145087,Dsec\GM26198,120453407,Dmel\CG5359
24863at7215,Dana\GF18295,Dsim\GD19020,Dyak\GE24306,LOC108011599,LOC108156528,LOC117143578,Dsec\GM24229,120451262,Ccm3
24883at7215,Dana\GF18858,Dsim\GD20962,Dyak\GE10310,LOC108012198,LOC108157570,LOC117145141,Dsec\GM26443,120453098,bond
2488at7215,Dana\GF13226,Dsim\GD25443,Dyak\GE13964,LOC108010079,LOC108159573,LOC117137353,Dsec\GM21821,120446427,Sardh
24916at7215,Dana\GF23531,Dsim\GD13945,Dyak\GE21549,LOC108013567,LOC108151688,LOC117139552,LOC6610995,120449267,CG7376;Dmel\CG7376
24922at7215,Dana\GF23702,Dsim\GD14545,Dyak\GE23146,LOC108019352,LOC108165522,LOC117139957,Dsec\GM25530,120449011,Z600
24926at7215,Dana\GF14024,Dsim\GD22494,Dyak\GE18358,LOC108021502,LOC108164097,LOC117141187,Dsec\GM13558,120458315,santa-maria
24956at7215,Dana\GF15500,Dsim\GD22144,Dyak\GE12555,LOC108021247,LOC108162726,LOC117147238,Dsec\GM26451,120444988,Hacd1
24964at7215,Dana\GF25030,Dsim\GD13470,Dyak\GE20953,LOC108012830,LOC108151318,LOC117140015,LOC6610337,120448593,Iml1
24987at7215,Dana\GF14704,Dsim\GD24186,Dyak\GE13234,LOC108021284,LOC108161927,LOC117142483,Dsec\GM17328,120444301,l(2)37Cd
25029at7215,Dana\GF11349,Dsim\GD25678,Dyak\GE12310,LOC108010113,LOC108159289,LOC117138664,Dsec\GM20208,120444342,Cpsf160
25035at7215,Dana\GF22661,Dsim\GD28534,Dyak\GE17619,LOC108005101,LOC108160049,LOC117147724,Dsec\GM13464,120456621,TwdlZ
25036at7215,Dana\GF10246,Dsim\GD13381,Dyak\GE21697,LOC108013150,LOC108152154,LOC117142004,Dsec\GM14113,120447681,Dmel\CG14949
25066at7215,Dana\GF18682,Dsim\GD18052,Dyak\GE10532,LOC108017461,LOC108156261,LOC117142954,Dsec\GM16315,120452718,CG12260
25071at7215,Dana\GF18507,Dsim\GD21268,Dyak\GE23655,LOC108014062,LOC108155062,LOC117145110,Dsec\GM10305,120453566,Dmel\CG14544
25099at7215,Dana\GF13873,Dsim\GD22806,Dyak\GE15038,LOC108021184,LOC108161717,LOC117136050,Dsec\GM18201,120446880,Snx21
25139at7215,Dana\GF25285,Dsim\GD14324,Dyak\GE21842,LOC108010697,LOC108151957,LOC117141251,Dsec\GM25293,120449592,Bmcp
2514at7215,LOC6504605,Dsim\GD16394,Dyak\GE16980,LOC108016754,LOC108159725,LOC117146736,LOC6616081,120455398,CG4045
25183at7215,Dana\GF16696,Dsim\GD18438,Dyak\GE24015,LOC108005950,LOC108156202,LOC117145298,LOC6607480,120453633,Dmel\CG13842
25207at7215,Dana\GF24361,Dsim\GD14135,Dyak\GE20787,LOC108012450,LOC108152858,LOC117140062,Dsec\GM25099,120448919,Mcm7
25210at7215,Dana\GF16269,Dsim\GD21403,Dyak\GE26465,LOC108011719,LOC108156464,LOC117145845,LOC6612639,120454348,Cpsf100
25213at7215,Dana\GF18496,Dsim\GD19099,Dyak\GE24395,LOC108004955,LOC108155102,LOC117145019,Dsec\GM15155,120452310,Dmel\CG14881
25285at7215,Dana\GF19353,Dsim\GD16797,Dyak\GE16751,LOC108015150,LOC108156230,LOC117146887,LOC6612272,120456457,Marf
25293at7215,Dana\GF19420,Dsim\GD15826,Dyak\GE16079,LOC108005116,LOC108163267,LOC117146394,LOC6619579,120455796,pdgy
25312at7215,Dana\GF10627,Dsim\GD14276,Dyak\GE21780,LOC108014089,LOC108152125,LOC117139872,Dsec\GM25243,120449545,Blos2
25357at7215,Dana\GF19378,Dsim\GD17060,Dyak\GE16491,LOC108005188,LOC108153584,LOC117148948,Dsec\GM13251,120457391,Tango4
25411at7215,Dana\GF17903,Dsim\GD18709,Dyak\GE26049,LOC108006462,LOC108155883,LOC117146063,Dsec\GM23897,120451617,Mcm5
25440at7215,LOC26515236,Dsim\GD20381,Dyak\GE26410,LOC108004926;LOC108014165,LOC108156689,LOC117143025,Dsec\GM25805,120450995,CG6904-RA;GlyS
25443at7215,Dana\GF11835,Dsim\GD20375,Dyak\GE26403,LOC108004889,LOC108154798,LOC117146098,Dsec\GM25798,120450944,SIDL
25454at7215,Dana\GF23806,Dsim\GD12832,Dyak\GE20244,LOC108014098,LOC108151743,LOC117139967,Dsec\GM24781,120449546,Dmel\CG6310
25477at7215,Dana\GF20926,Dsim\GD17537,Dyak\GE17927,LOC108011209,LOC108164577,LOC117148055,LOC6615237,120456688,mst
25482at7215,Dana\GF10220,Dsim\GD13355,Dyak\GE21667,LOC108007098,LOC108151757,LOC117139897,Dsec\GM14081,120448016,Usp5
25505at7215,Dana\GF14243,Dsim\GD24216,Dyak\GE13264,LOC108016843,LOC108163776,LOC117145803,Dsec\GM17357,120445229,CG10132;Dmel\CG10132
25528at7215,Dana\GF12969,Dsim\GD17284,Dyak\GE17270,LOC108006338,LOC108155321,LOC117146926,LOC6617933,120455467,mei-41
25530at7215,Dana\GF10155,Dsim\GD12972,Dyak\GE21292,LOC108013573,LOC117185882,LOC117139220,Dsec\GM24925,120449120,GAPsec
25547at7215,Dana\GF26484,Dsim\GD14979,Dyak\GE19778,LOC108017621,LOC108152529,LOC117139152,Dsec\GM22390,120450404,Alg11
25578at7215,Dana\GF21171,Dsim\GD15660,Dyak\GE15565,LOC108016789,LOC108154837,LOC117148418,Dsec\GM22848,120455022,Mco4
25582at7215,Dana\GF14311,Dsim\GD22641,Dyak\GE18986,LOC108006324,LOC108164184,LOC117150662,LOC6613507,120458724,DIP-eta
25595at7215,Dana\GF10515,Dsim\GD12455,Dyak\GE22205,LOC108005629,LOC108151350,LOC117141346,Dsec\GM24382,120449869,Prosbeta6
25629at7215,Dana\GF24256,Dsim\GD13716,Dyak\GE20347,LOC108012368,LOC108152712,LOC117140844,Dsec\GM14519,120448977,CPT2
25636at7215,Dana\GF17067,Dsim\GD19118,Dyak\GE24588,118877785,LOC108155136,LOC117143921,Dsec\GM15181,120452265,CCT3
25687at7215,Dana\GF17751,Dsim\GD20610,Dyak\GE24558,LOC108019287,LOC108156171,LOC117142250,Dsec\GM26047,120451201,DCAF12
25752at7215,Dana\GF24398,Dsim\GD28816,Dyak\GE20741,LOC108012349,LOC108151863,LOC117140872,LOC6604877,120449528,Exo70;exo70-RA
25753at7215,Dana\GF10939,Dsim\GD15014,Dyak\GE22600,LOC108007760,LOC108150990,LOC117140804,Dsec\GM22423,120450392,P5CS
25757at7215,Dana\GF21104,Dsim\GD19354,Dyak\GE11220;Dyak\GE25665,LOC108016701,LOC108152240,LOC117143830,Dsec\GM23114,120452249,Or92a
2577at7215,Dana\GF16157,Dsim\GD19076,Dyak\GE24371,LOC108014804,LOC108156964,LOC117142329,Dsec\GM24287,120452946,Dmel\CG5916
25780at7215,Dana\GF22241,Dsim\GD15784,Dyak\GE16028,LOC108019180,LOC108163025,LOC117148776,Dsec\GM22536,120455313,CG9281;Dmel\CG9281
25787at7215,Dana\GF22148,Dsim\GD22371,Dyak\GE10676,LOC108021622,LOC108164279,LOC117150593,Dsec\GM12617,120458181,Dmel\CG9541
25802at7215,Dana\GF15997,Dsim\GD15591,Dyak\GE17404,LOC108015411,LOC108164641,LOC117147584,Dsec\GM22756,120455793,Dmel\CG14196
25818at7215,Dana\GF15883,Dsim\GD21911,Dyak\GE12815,LOC108020906,LOC108163254,LOC117135661,Dsec\GM17176,120447231,CT18477
25829at7215,Dana\GF18891,Dsim\GD18316,Dyak\GE10822,LOC108020635,LOC108155921,LOC117142563,Dsec\GM23506,120453399,mRpS24
2582at7215,Dana\GF10048,Dsim\GD14870,Dyak\GE23063,LOC108005853,LOC108151582,LOC117141756,Dsec\GM22269,120450337,SCCRO4
25832at7215,Dana\GF16939,Dsim\GD18469,Dyak\GE24049,LOC108020493,LOC108156607,LOC117143836,Dsec\GM23660,120454678,PSR
25838at7215,Dana\GF17948,Dsim\GD18822,Dyak\GE26182,LOC108018407,LOC108157249,LOC117145136,Dsec\GM24022,120451407,GstD11
25847at7215,Dana\GF14005,Dsim\GD24070,Dyak\GE12755,LOC108020117,LOC108162008,LOC117141728,Dsec\GM17193,120447066,Dmel\CG33552;grp
25916at7215,Dana\GF16108,Dsim\GD21069,Dyak\GE23451,LOC108015783,LOC108157083,LOC117143917,Dsec\GM26564,120454362,Kal1
25927at7215,Dana\GF10478,Dsim\GD27309,Dyak\GE20369,LOC108012850,LOC108151070,LOC117141161,Dsec\GM24966,120449771,CG7498
25943at7215,Dana\GF17130,Dsim\GD19142,Dyak\GE24615,LOC108020800,LOC108157284,LOC117144063,Dsec\GM15211,120451906,CG5240
25962at7215,LOC116655811,120284791,120321614,LOC108012775,LOC108165501,LOC117140830,LOC116801142,120449337,Dmel\CG33946
26012at7215,Dana\GF10258,Dsim\GD13317,Dyak\GE20674,LOC108011837,LOC108152305,LOC117140494,Dsec\GM14038,120450626,CG10854
26025at7215,Dana\GF16278,Dsim\GD15188,Dyak\GE23725,LOC108020150,LOC108155734,LOC117143031,Dsec\GM10379,120453288,DNApol-alpha73
26085at7215,Dana\GF16547,Dsim\GD19286,Dyak\GE25600,LOC108017569,LOC108155313,LOC117142553,LOC6619078,120454335,CG18493;Dmel\CG18493
