Ortholog Group ID,Drosophila ananassae,Drosophila simulans,Drosophila yakuba,Drosophila suzukii,Drosophila miranda,Drosophila mauritiana,Drosophila sechellia,Drosophila santomea,Drosophila melanogaster
3485at7215,LOC6498766,LOC27208517,LOC6526098,LOC108015407,LOC108158985,LOC117146441,LOC6615140,LOC120455167,Dmel\CG1812
34897at7215,LOC6501329,LOC6730344,LOC6539014,LOC108010841,LOC108157435,LOC117146078,LOC6619547,LOC120452077,nyo
34910at7215,LOC6501789,LOC27209219,LOC6524944,LOC108006315,LOC108161558,LOC117148633,LOC116802232,LOC120457089,Mfe2
34917at7215,LOC6504846,LOC6724760,LOC6523783,LOC108016805,LOC108164732,LOC117147708,LOC6615841,LOC120455894,Dmel\CG13377
34925at7215,LOC6497838,LOC6730475,LOC6526323,LOC108021300,LOC108163562,LOC117150319,LOC6617272,LOC120443909,Dmel\CG2794
34982at7215,LOC6498260,LOC6732901,LOC6529800,LOC108007021,LOC108162004,LOC117146561,LOC6614779,LOC120445118,mRpS18B
34994at7215,LOC6494952,LOC6735568,LOC6530619,LOC108008370,LOC108159747,LOC117138680,LOC6615384,LOC120444464,Fkbp14
35008at7215,LOC6493376,LOC6738377,LOC6534413,LOC108006672,LOC108152886,LOC117139959,LOC6606004,LOC120448149,PGRP-SB1
35028at7215,LOC6507828,LOC6738023,LOC6534085,LOC108012769,LOC108153772,LOC117139993,LOC6605650,LOC120450051,
35042at7215,LOC6501439,LOC6730108,LOC6537998,LOC108015486,LOC108155447,LOC117145746,LOC6612750,LOC120453115,ca
35045at7215,LOC6497931,LOC6732923,LOC6529826,LOC108021437,LOC108163510,LOC117140119,LOC6618132,LOC120446021,Arpc2
35065at7215,LOC6505711,LOC6728747,LOC6536403,LOC108017201,LOC108155112,LOC117143800,LOC6607067,LOC120453175,nmdyn-D7
35176at7215,LOC6501251,LOC6728772,LOC6536379,LOC108017478,LOC108155461,LOC117144440,LOC6607092,LOC120454495,MBD-like
35217at7215,LOC6500459,LOC6727087,LOC6536046,LOC108011262,LOC108157815,LOC117145393,LOC6614250,LOC120454154,wa-cup
35258at7215,LOC6497037,LOC6732128,LOC6527417,LOC108014288,LOC108161569,LOC117146730,LOC6617773,LOC120454586,MRP
35270at7215,LOC6504863,LOC6724930,LOC6524438,LOC108016829,LOC108155198,LOC117148297,LOC6616106,LOC120455660,pn
35309at7215,LOC6493383,LOC6738361,LOC6534428,LOC108005624,LOC108152624,LOC117141492,LOC6605989,LOC120449069,Mo25
35320at7215,LOC6497571,LOC6731083,LOC6528148,LOC108015412,LOC108161825,LOC117140174,LOC6613486,LOC120451876,Vps52
35322at7215,LOC6505083,LOC6725554,LOC6525934,LOC108015173,LOC108164692,LOC117148114,LOC6617472,LOC120455222,LysRS
35337at7215,LOC6500939,LOC6728527,LOC6536631,LOC108006027,LOC108155410,LOC117144768,LOC6606832,LOC120452092,mgr
35348at7215,LOC6497443,LOC6730702,LOC6526557,LOC108021576,LOC108162653,LOC117137618,LOC6613089,LOC120443754,BcDNA:RE18748
35401at7215,LOC6493075,LOC6738921,LOC6534725,LOC108013517,LOC108151947,LOC117139811,LOC6616369,LOC120450592,CSN3
35410at7215,LOC6503942,LOC6740309,LOC6524018,LOC108015234,LOC108153063,LOC117148641,LOC6612284,LOC120457416,PF1
3541at7215,LOC6502459,CG2059,LOC6525445,LOC108004568,LOC108164992,LOC117146970,LOC6618972,LOC120454947,Dmel\CG2059
35441at7215,LOC6502057,LOC6725953,LOC6524737,LOC108006283,LOC108165313,LOC117147326,LOC6619610,LOC120456994,anon-EST:Posey66
3545at7215,LOC6495805,LOC6734280,LOC6529991,LOC108019661,LOC108159042,LOC117138140,LOC6608963,LOC120447154,Dmel\CG4646
35475at7215,LOC6498246,LOC27206679,LOC6527001,LOC108021594,LOC108162118,LOC117150604,LOC6611475,LOC120458464,Hmgcl
3547at7215,LOC6501891,LOC6725475,LOC6525276,LOC108014973,LOC108164402,LOC117148752,LOC6619847,LOC120456041,Hexo2
35504at7215,LOC6501826,LOC6737980,LOC6534042,LOC108013439,LOC108158506,LOC117139497,LOC6605607,LOC120449013,CG8745
35524at7215,LOC6494136,LOC6739457,LOC6531429,LOC108008416,LOC108159146,LOC117136192,LOC6609425,LOC120445657,CYC4
35543at7215,LOC6496730,LOC6732442,LOC6528988,LOC108012861,LOC108164260,LOC117150482,LOC6611380,LOC120449965,Or35a
35554at7215,LOC6497913,LOC6732616,LOC6529457,LOC108021675,LOC108163135,LOC117150957,LOC6614488,LOC120444472,fws
35579at7215,LOC6499383,LOC6728818,LOC6536332,LOC108006964,LOC108155289,LOC117144314,LOC6607142,LOC120451418,ATP6AP2
35587at7215,LOC6498020,LOC6732779,LOC6529677,LOC108021418,LOC108161924,LOC117148388,LOC6614652,LOC120444299,l(2)37Cb
35610at7215,LOC6501538,LOC6729227,LOC6537878,LOC108007777,LOC108156691,LOC117145534,LOC6607571,LOC120451514,Dmel\CG4408
35651at7215,LOC6500716,LOC6727800,LOC6536718,LOC108015681,LOC108157652,LOC117145174,LOC6616860,LOC120452708,Scp2
35656at7215,LOC6501422,LOC6726871,LOC6537523,LOC108006730,LOC108155871,LOC117145716,LOC6614016,LOC120452963,Dmel\CG2100
35675at7215,LOC6504492,LOC27206343,LOC6525606,LOC108005190,LOC108152393,LOC117146751,LOC6618015,LOC120456644,wus
35682at7215,LOC6507153,LOC6737703,LOC6533765,LOC108010706,LOC108153123,LOC117139685,LOC6605323,LOC120449102,crim
35690at7215,LOC6505932,LOC6730014,LOC6538091,LOC108007205,LOC108154728,LOC117145728,LOC6612658,LOC120454553,Vha100-1
35713at7215,LOC6499909,LOC6727538,LOC6535596,LOC108014883,LOC108157593,LOC117145055,LOC6613731,LOC120451667,ChT
35787at7215,LOC6496510,LOC6733382,LOC6528435,LOC108017816,LOC108158104,LOC117138582,LOC6608009,LOC120458771,az2
35790at7215,LOC6506995,LOC6732544,LOC6529528,LOC108014616,LOC108163299,LOC117135200,LOC6614412,LOC120444514,VhaSFD
35847at7215,LOC6497452,LOC6731472,LOC6527689,LOC108007981,LOC108161778,LOC117150659,LOC6611651,LOC120458002,Scgalpha
35875at7215,LOC6501793,Pros28.1,LOC6524945,LOC108006275,LOC108153306,Pros28.1,Pros28.1,LOC120457091,Prosalpha4
35907at7215,LOC6507016,LOC6736592,LOC6532776,LOC108007137,LOC108150966,LOC117139478,LOC6610587,LOC120447807,Dmel\CG14966
35949at7215,PAN2,LOC27207771,PAN2,LOC108018100,LOC108159048,LOC117138200,PAN2,LOC120448393,PAN2
36008at7215,LOC6504104,LOC6725301,LOC6524052,LOC108015253,LOC108162406,LOC117148504,LOC6612243,LOC120455627,Mcm6-RA
36020at7215,LOC6497192,LOC6731535,LOC6527755,LOC108005578,LOC108162095,LOC117150968,LOC6611713,LOC120454422,mRpL51
3603at7215,LOC6506399,LOC6738235,LOC6534564,LOC108014008,LOC108152963,LOC117141662,LOC6605861,LOC120448289,Dmel\CG5895
36072at7215,LOC6501586,LOC6728960,LOC6536185,LOC108006112,LOC108155929,LOC117143172,LOC6607297,LOC120451757,Mcm2
3608at7215,LOC6506123,LOC6737949,LOC6534008,LOC108013385,LOC108152985,LOC117140073,LOC6605574,LOC120448205,flr
36095at7215,LOC6505531,LOC6730064,LOC6538043,LOC108018797,LOC108156358,LOC117146103,LOC6612707,LOC120451388,Dmel\CG7568
36154at7215,LOC6493342,LOC6739615,LOC6533041,LOC108014472,LOC108151063,LOC117140879,LOC6610859,LOC120449230,Fitm2
36159at7215,LOC6494832,LOC6735138,LOC6531065,LOC108018168,LOC108158979,LOC117136832,LOC6609816,LOC120445797,Dmel\CG10927
36166at7215,LOC26514359,LOC27209466,LOC26534639,LOC108013516,LOC108153324,LOC117140909,LOC116801125,LOC120449056,INPP5E
36172at7215,LOC6504930,LOC6725293,LOC6524043,LOC108015073,LOC108165476,LOC117147139,LOC6612255,LOC120457412,Dmel\CG17717
36182at7215,LOC6500917,LOC27207073,LOC6537444,LOC108020817,LOC108156366,LOC117143771,LOC6616777,LOC120453698,Dmel\CG5292
36192at7215,LOC6506654,LOC6739597,LOC6532406,LOC108012905,LOC108153018,LOC117141299,LOC6610359,LOC120450421,metl
36198at7215,LOC6498486,LOC6730860,LOC6526717,LOC108021266,LOC108163930,LOC117143835,LOC6613243,LOC120457278,Pgant2
36213at7215,LOC6504952,LOC6726174,LOC6525576,LOC108005387,LOC108159877,LOC117147717,LOC6617985,LOC120456615,goe
3624at7215,LOC6505053,LOC6725889,LOC6524658,LOC108013741,LOC108164733,LOC117146758,LOC6618459,LOC120456875,CtsB
36258at7215,LOC6507758,LOC6737475,LOC6532515,LOC108013498,LOC108151851,LOC117141532,LOC6605087,LOC120448867,SH3PX1
36288at7215,LOC6497093,LOC6732271,LOC6527566,LOC108016223,LOC108162627,LOC117140280,LOC6611215,LOC120444154,anon-WO0140519.73
36301at7215,LOC6495621,LOC6735069,LOC6531123,LOC108018235,LOC108158635,LOC117137899,LOC6609754,LOC120446269,CG5719
36310at7215,LOC6501471,LOC6729864,LOC6538246,LOC108019530,LOC108156760,LOC117143061,LOC6618692,LOC120451325,Dmel\CG5611
36313at7215,LOC6497577,LOC6731434,LOC6527651,LOC108011937,LOC108162713,LOC117150226,LOC6611614,LOC120458336,Trf
36319at7215,LOC6498541,LOC6731720,LOC6527948,LOC108021387,LOC108163388,LOC117141760,LOC6611903,LOC120454265,Ndf
36341at7215,LOC6496837,LOC6730604,LOC6526451,LOC108013090,LOC108161595,LOC117148941,LOC6617405,LOC120453444,BcDNA:GH02930
36351at7215,LOC6500035,LOC6726805,LOC6535397,LOC108016248,LOC108156162,LOC117142254,LOC6613936,LOC120454545,7B2
36408at7215,LOC6496949,LOC6731770,LOC6528001,LOC108016823,LOC108161315,LOC117135125,LOC6611951,LOC120443683,Ufd4
36413at7215,LOC6503417,LOC6729391,LOC6538737,108017589,LOC108154844,LOC117145039,LOC6607727,LOC120452233,Dmel\CG5728
36445at7215,LOC6504894,LOC6726059,LOC6524869,LOC108018958,LOC108164047,LOC117148714,LOC6619963,LOC120455145,Dmel\CG11679
36462at7215,LOC6496616,LOC6733920,LOC6529350,LOC108010043,LOC108160079,LOC117136511,LOC6608573,LOC120445417,nclb
3647at7215,LOC6500485,LOC6727213,LOC6535917,LOC108014417,LOC108156086,LOC117142603,LOC6620027,LOC120450972,Idi
36508at7215,LOC6500070,LOC6727119,LOC6536015,LOC108007944,LOC108157782,LOC117145520,LOC6614283,LOC120453357,Dmel\CG18745
36512at7215,LOC6506207,LOC6737249,LOC6532745,LOC108012720,LOC108151498,LOC117139523,LOC6604848,LOC120449128,Dmel\CG7201
36515at7215,LOC6505220,LOC6725948,LOC6524731,LOC108006536,LOC108164533,LOC117148014,LOC6618542,LOC120457311,Dmel\CG14414
36529at7215,LOC6506758,LOC6738882,LOC6534762,LOC108012311,LOC108151521,LOC117139041,LOC6616330,LOC120448802,Pss
36565at7215,LOC6493318,LOC6739617,LOC6533099,LOC108011458,LOC108152541,LOC117140926,LOC6610912,LOC120450032,Ppat-Dpck
36617at7215,LOC6502247,LOC6726521,LOC6526085,LOC108019015,LOC108153160,LOC117147525,LOC6615126,LOC120456914,Obp19c
36643at7215,LOC6498524,LOC27207291,LOC6527589,LOC108016977,LOC108162353,LOC117150751,LOC6613438,LOC120453337,senju
36652at7215,LOC6507400,LOC6736354,LOC6532385,LOC108013172,LOC108152565,LOC117139458,LOC6610339,LOC120450529,pns
36653at7215,LOC6507697,LOC6736780,LOC6532967,LOC108019503,LOC108152771,LOC117140978,LOC6610781,LOC120448210,Dmel\CG15020
36664at7215,LOC6505812,LOC6728746,LOC6536404,LOC108017200,LOC108155107,LOC117143799,LOC6607066,LOC120453173,Dmel\CG9444
36665at7215,LOC6505263,LOC6725888,LOC6524657,LOC108013708,LOC108154095,LOC117146753,LOC6618458,LOC120456857,rdgB
36672at7215,LOC6506754,LOC6730952,LOC6526813,LOC108021344,LOC108162828,LOC117142291,LOC6613332,LOC120444104,Vps53
36676at7215,LOC6507695,LOC6736777,LOC6532964,118877357,LOC108153165,LOC117140814,LOC6610778,LOC120449223,Syx17
36688at7215,LOC6505343,Dsim\GD24408,LOC6523733,LOC108020413,LOC108164516,LOC117146316,LOC6619468,LOC120454844,Dmel\CG1909
36731at7215,LOC6505797,LOC6727591,LOC6535532,LOC108018595,LOC108155563,LOC117145414,LOC6616633,LOC120453157,Dmel\CG18598
36737at7215,LOC6501289,LOC6727239,LOC6535888,LOC108018403,LOC108155032,LOC117142671,LOC6620058,LOC120450939,Sec15
36740at7215,LOC6496210,LOC6734661,LOC6531521,LOC108017823,LOC108158885,LOC117137723,LOC6609332,LOC120447183,Dmel\CG8249
36788at7215,LOC6496428,Dsim\GD20369,LOC26535849,LOC108008417,LOC108159153,LOC117136197,LOC6609424,LOC120445659,Dmel\CG42372
36790at7215,LOC6497225,LOC6730816,LOC6526672,LOC108018124,LOC108162261,LOC117135306,LOC116803584,LOC120444109,FASN2
36842at7215,LOC6497297,LOC6731283,LOC6527015,LOC108020477,LOC108162019,LOC117137249,LOC6611460,LOC120444040,Wee1
36853at7215,LOC6500612,LOC6728035,LOC6537250,LOC108014159,LOC108157843,LOC117143715,LOC6606331,LOC120454110,Dmel\CG14861
3685at7215,LOC6497383,LOC6732948,LOC6529846,LOC108005246,LOC108161748,LOC117150571,LOC6618154,LOC120446507,38C.55
36861at7215,LOC6495467,LOC6735682,LOC6531597,LOC108010042,LOC108160026,LOC117136356,LOC6615502,LOC120445005,ari-2
36872at7215,LOC6496059,LOC6735023,LOC6531176,LOC108009336,LOC108160538,LOC117136562,LOC6609708,LOC120444369,PPO1
36877at7215,LOC6497598,LOC6732580,LOC6529490,LOC108013483,LOC108162105,LOC117136816,LOC6614450,LOC120444430,tweek
36890at7215,LOC6503773,LOC6725163,LOC6524145,LOC108015271,LOC108165005,LOC117148207,LOC6612405,LOC120455496,SPR
36898at7215,LOC6500916,LOC6739738,LOC6537443,LOC108020812,LOC108156365,LOC117143307,LOC6616778,LOC120451637,Dmel\CG5285
36907at7215,LOC6493423,LOC6736726,LOC6532911,LOC108020050,LOC108152687,LOC117139031,LOC6610723,LOC120447641,Ras64B
36984at7215,LOC6504621,LOC6731646,LOC6527872,LOC108020882,LOC108161786,LOC117136654,LOC6611826,LOC120445171,Mtpalpha
36989at7215,LOC26514187,LOC27207856,LOC6524010,LOC108004755,LOC108164752,LOC117147061,LOC6612295,LOC120455539,schlank
37016at7215,LOC6506610,LOC6736861,LOC6533047,LOC108012575,LOC108153672,LOC117141655,LOC6610864,LOC120450061,Dmel\CG4669
37104at7215,LOC6494908,LOC6735976,LOC6531935,LOC108010063,LOC117187716,LOC117135740,LOC6615813,LOC120444655,Dmel\CG3803
37131at7215,LOC6500759,LOC6729304,LOC6537957,LOC108014741,LOC108156750,LOC117143899,LOC6607644,LOC120452529,Dmel\CG13601
37168at7215,LOC6504426,LOC6730430,LOC6526276,LOC108016736,LOC108162275,LOC117142063,LOC6617225,LOC120454189,Dmel\CG3345
3718at7215,LOC6493502,LOC6737187,LOC6533373,LOC108006816,LOC108153207,LOC117139619,LOC6604787,LOC120449169,CG8111-RA
37193at7215,LOC6493120,LOC6736509,LOC6533490,LOC108013252,LOC108151804,LOC117139788,LOC6610498,LOC120450094,Pxn-RE
37200at7215,LOC6493299,LOC6737832,LOC6533894,LOC108011739,LOC108151338,LOC117141015,LOC6605450,LOC120448320,Dmel\CG10681
3721at7215,LOC6501400,LOC6726916,LOC6537562,LOC108015820,LOC108157370,LOC117142956,LOC6614060,LOC120451763,Gasp
37220at7215,LOC6496529,LOC6739427,LOC6529951,LOC108019756,LOC108159455,LOC117135440,LOC6609002,LOC120446965,Ser8
37230at7215,LOC6507857,LOC6738518,LOC6534276,LOC108010517,LOC108151254,LOC117140684,LOC6606138,LOC120450600,Dmel\CG5567
3723at7215,LOC6507037,LOC6738419,LOC6534369,118877374,LOC108153380,LOC117141008,LOC6606048,LOC120450354,Ilp8
37245at7215,LOC6503673,LOC27206359,LOC6525358,LOC108019062,LOC108158793,LOC117147185,LOC6620162,LOC120456225,UbcE2H
37263at7215,LOC6497084,LOC6732250,LOC6527547,LOC108020047,LOC108163134,LOC117137196,LOC6611195,LOC120443702,Sec71
37275at7215,LOC6497839,LOC27208557,LOC6526325,LOC108019939,LOC108162763,LOC117136413,LOC6617274,LOC120443908,Sf3b1
37277at7215,LOC6506159,LOC27207317,LOC6526872,LOC108006187,LOC108162032,LOC117150730,LOC6613389,LOC120458198,Mon1
37287at7215,LOC6497700,LOC6732321,LOC6528225,LOC108021539,LOC108161682,LOC117140717,LOC6611267,LOC120458842,Rab14
37302at7215,LOC6503882,LOC6724810,LOC6523839,LOC108015533,LOC108164840,LOC117148891,LOC6615902,LOC120456296,tw
37326at7215,LOC6501382,LOC6727700,LOC6535425,118877927,LOC108154575,LOC117144074,LOC6616745,LOC120451874,Eh
37370at7215,LOC6499934,LOC27208534,LOC6536451,LOC108016208,LOC108157364,LOC117144734,LOC6607020,LOC120452559,Dmel\CG34302
37382at7215,LOC6493430,LOC6736737,LOC6532923,LOC108020031,LOC108152230,LOC117141798,LOC6610736,LOC120450207,tipE
37396at7215,LOC6504693,LOC6740289,LOC6539107,LOC108005659,LOC108165140,LOC117148909,LOC6620596,LOC120456657,Dmel\CG17167
3739at7215,LOC6499903,LOC6728323,LOC6536857,LOC108008071,LOC108156785,LOC117144008,LOC6606629,LOC120453766,Gnmt
37409at7215,LOC6507724,LOC6737227,LOC6533414,LOC108013092,LOC108165492,LOC117139175,LOC6604829,LOC120450079,Uxs
37410at7215,LOC6495144,LOC27206325,LOC6530187,LOC108009104,LOC108159530,LOC117137225,LOC6608761,LOC120444974,Hen1
37428at7215,LOC6497235,LOC6732038,LOC6527331,LOC108021246,LOC108162723,LOC117147230,LOC6617691,LOC120444973,Nfs1
37433at7215,LOC6503400,LOC6729423,LOC6538699,LOC108011514,LOC108155364,LOC117145880,LOC6607764,LOC120454300,Cftr
37437at7215,LOC6506243,LOC6731022,LOC6527617,LOC108004863,LOC108161957,LOC117135209,LOC6613408,LOC120456867,Marcal1
37524at7215,LOC6495578,LOC6735467,LOC6530719,LOC108008574,LOC108158356,LOC117138173,LOC6615280,LOC120445033,dgt3
37560at7215,LOC6506345,LOC6738154,LOC6539581,LOC108011380,LOC108151037,LOC117140668,LOC6605783,LOC120449189,yellow-k
3756at7215,LOC6502208,LOC6724892,LOC6524486,LOC108016856,LOC108157586,LOC117146994,LOC6616045,LOC120455012,Coa8
37611at7215,Ubiquitin-activating enzyme 5,Ubiquitin-activating enzyme 5,Ubiquitin-activating enzyme 5,LOC108016608,LOC108164769,LOC117146613,Ubiquitin-activating enzyme 5,LOC120456560,Uba5
3761at7215,LOC6493428,LOC27208679,LOC6532917,LOC108010758,LOC108152229,LOC117141797,LOC6610730,LOC120450206,Ero1L
37722at7215,LOC6503877,LOC6725399,LOC6525380,LOC108021827,LOC108156031,LOC117148797,LOC6620256,LOC120456224,Ykt6
37723at7215,LOC6506121,CG1751,LOC6525018,LOC108017006,LOC108164780,LOC117146614,LOC6619869,LOC120456562,Spase25
37743at7215,LOC6504671,LOC6724855,LOC6523903,LOC108015338,LOC108164646,LOC117148548,LOC6615964,LOC120457169,fs(1)N
3775at7215,LOC6500535,LOC6728438,LOC6536746,LOC108019278,LOC108156999,LOC117142249,LOC6606740,LOC120453103,KLHL18
37766at7215,LOC6499876,CG6554,LOC6536552,LOC108006465,LOC108155884,LOC117146064,LOC6606918,LOC120451620,Art1
3776at7215,LOC6505519,LOC6730092,LOC6538012,LOC108015519,LOC108156175,LOC117142303,LOC6612735,LOC120451224,Wdr24
37792at7215,LOC6502277,LOC6725433,LOC6525330,LOC108019125,LOC108152605,LOC117146365,LOC6620192,LOC120455405,sni
37840at7215,LOC6500915,LOC6727729,LOC6537442,LOC108020819,LOC108156367,LOC117143308,LOC6616779,LOC120451638,Det
37850at7215,LOC6506437,LOC6738094,LOC6534153,LOC108013432,LOC108152960,LOC117139823,LOC6605721,LOC120448924,Prosbeta2
37863at7215,LOC6501655,LOC6729359,LOC6538764,LOC108020639,LOC108155919,LOC117142561,LOC6607698,LOC120451967,Dmel\CG5510
37864at7215,LOC6506341,LOC6738145,LOC6534478,LOC108019360,LOC108152722,LOC117140837,LOC6605775,LOC120448202,Dmel\CG7272
37875at7215,LOC6507305,LOC6737482,LOC6532508,LOC108012252,LOC108152641,LOC117138973,LOC6605094,LOC120447729,ATPsynB
3787at7215,LOC6497583,LOC6731954,LOC6527248,LOC108006344,LOC108161634,LOC117150613,LOC6612130,LOC120458241,hgo
37890at7215,LOC6497861,LOC6730405,LOC6526254,LOC108013622,LOC108161843,LOC117144449,LOC6617201,LOC120458406,Dmel\CG4822
37900at7215,LOC6506382,LOC6733116,LOC6529184,LOC108010868,LOC108162304,LOC117143997,LOC6619330,LOC120445268,ttm3-RA
37924at7215,LOC6507538,LOC6736474,LOC6533523,LOC108012693,LOC108153155,LOC117141368,LOC6610469,LOC120449893,CG32302
37989at7215,LOC6492919,LOC6725069,LOC6524261,LOC108013709,LOC108151943,LOC117147737,LOC6612531,LOC120457398,Fas2
37990at7215,LOC6504721,LOC6724823,LOC6523856,LOC108014922,LOC108152868,LOC117146351,LOC6615917,LOC120457205,Lztr1
38005at7215,LOC6493521,LOC6737161,LOC6533345,LOC108005769,LOC108153530,LOC117141506,LOC6611172,LOC120449736,Dmel\CG14838
38009at7215,LOC6496640,LOC6733244,LOC6528298,LOC108018010,LOC108159919,LOC117138161,LOC6607866,LOC120444799,Dpit47
38065at7215,LOC6506384,LOC6737883,LOC6533941,118876781,LOC108153567,LOC117141552,LOC6605502,LOC120449240,Dmel\CG14120
38067at7215,LOC6505585,LOC6739788,LOC6538085,LOC108014783,LOC108154732,LOC117145731,LOC6612664,LOC120454560,eIF2D
38127at7215,LOC6497629,LOC6732646,LOC6529426,LOC108021800,LOC108162398,LOC117150269,LOC6614521,LOC120447234,Arr1
38160at7215,LOC6502795,LOC6736579,LOC6532764,LOC108007156,LOC108152956,LOC117139839,LOC6610575,LOC120447566,CG32281
38184at7215,LOC6500021,LOC6728407,LOC6536775,LOC108017417,LOC108153879,LOC117145808,LOC6606712,LOC120453088,Dmel\CG3916
38189at7215,LOC6500280,LOC6734520,LOC6530422,LOC108008632,LOC108156986,LOC117137832,LOC6609186,LOC120446656,Dmel\CG10139
38194at7215,LOC6493837,LOC6737965,LOC6534022,LOC108013259,LOC108153248,LOC117139665,LOC6605589,LOC120448121,GYC
38217at7215,LOC6504956,Dsim\GD15728,LOC6525568,LOC108005346,LOC108164777,LOC117147427,LOC6617977,LOC120455228,sphe
38220at7215,LOC6499786,LOC6729481,LOC6538649,LOC108017316,LOC108155163,LOC117142894,LOC6607816,LOC120451586,Nct
38222at7215,LOC6497552,LOC6730541,LOC6526393,LOC108021259,LOC108161765,LOC117145338,LOC6617349,LOC120453616,CT16297
38226at7215,LOC6506119,LOC27207626,LOC6534040,LOC108012682,LOC108160785,LOC117141522,LOC6605605,LOC120449243,Tsp68C
38242at7215,LOC6505840,LOC6728733,LOC6536422,LOC108010583,LOC108156327,LOC117145771,LOC6607049,LOC120452601,dTti1
38247at7215,LOC6498358,LOC6731573,LOC6527793,LOC108019020,LOC108161654,LOC117141835,LOC6611754,LOC120458218,anon-WO0140519.161
38261at7215,LOC6507083,LOC6736313,LOC6532343,LOC108013318,LOC108151204,LOC117141932,LOC6610296,LOC120450401,Dmel\CG9149
38277at7215,LOC6496867,LOC120284212,LOC6526431,LOC108013294,LOC108161547,LOC117145318,LOC6617386,LOC120454405,halo
38297at7215,LOC6496943,LOC6731779,LOC6528009,LOC108005560,LOC108162478,LOC117150852,LOC6611958,LOC120456499,Cdk5alpha
382at7215,LOC26515237,LOC6733036,LOC6529252,LOC108021031,LOC108161802,LOC117138878,LOC6618238,LOC122756621,Dmel\CG34136
38383at7215,LOC6496994,LOC6731221,LOC6527083,LOC108005904,LOC108162849,LOC117150859,LOC6613635,LOC120444005,epsilonCOP
38403at7215,LOC6498139,LOC6732502,LOC6528927,LOC108021596,LOC108161894,LOC117150351,LOC6613684,LOC120443719,anon-35Fc
38405at7215,LOC6506762,LOC6738869,LOC6534774,LOC108013073,LOC108152051,LOC117138991,LOC6616317,LOC120447955,CG32428-RA
3840at7215,LOC6507650,LOC6736264,LOC6523844,LOC108013481,LOC108151792,LOC117139637,LOC6610238,LOC120449030,JMJD5
3841at7215,LOC6499096,LOC6729875,LOC6538234,LOC108013869,LOC108155280,LOC117145943,LOC6618704,LOC120453364,HSPBAP1
38471at7215,LOC6504491,LOC6731399,LOC6526900,LOC108019064,LOC108163039,LOC117150683,LOC6611579,LOC120446001,Dmel\CG7115
38518at7215,LOC6499604,LOC6726688,LOC6535290,LOC108011641,LOC108156337,LOC117142655,LOC6613825,LOC120451155,CG9818
38525at7215,LOC6505590,LOC6730011,LOC6538092,LOC108007243,LOC108154731,LOC117145730,LOC6612657,LOC120454559,dgt6
38546at7215,LOC6505972,LOC6730234,LOC6538898,LOC108016504,LOC108155856,LOC117145612,LOC6612874,LOC120453736,PH4alphaNE1
38559at7215,LOC6507651,LOC6736262,LOC6532288,LOC108012400,LOC108151796,LOC117139639,LOC6610236,LOC120449020,Dmel\CG13901
38573at7215,LOC6506843,LOC6736640,LOC6532823,LOC108007121,LOC108152850,LOC117140258,LOC6610634,LOC120448497,Ids
3859at7215,LOC6504087,LOC6740104,LOC6524561,LOC108005159,LOC108165042,LOC117146497,LOC6618621,LOC120456529,lic
38605at7215,LOC6505445,LOC6724711,LOC6523727,LOC108020372,LOC108164468,LOC117146236,LOC6619461,LOC120454924,Asator
38611at7215,LOC6502310,LOC6725599,LOC6526022,LOC108019101,LOC108161810,LOC117146377,LOC6617560,LOC120456369,CT7080
38617at7215,LOC6497453,LOC6731473,LOC6527690,LOC108021252,LOC108161783,LOC117138054,LOC6611652,LOC120458617,CG7840
38634at7215,LOC6501412,LOC6726901,LOC6537548,LOC108014358,LOC108155724,LOC117143855,LOC6614044,LOC120450961,CG 2017
38689at7215,LOC26514518,LOC27207542,LOC26535829,LOC108009454,LOC108158681,LOC117138407,LOC116800508,LOC120445433,angel
3868at7215,LOC6497576,LOC6731431,LOC6527648,LOC108011942,LOC108162609,LOC117140419,LOC6611610,LOC120444068,Megf8
38727at7215,LOC6498623,LOC6731871,LOC6527171,LOC108005986,LOC108163974,LOC117150414,LOC6612048,LOC120458443,Dmel\CG6415
38737at7215,LOC6499109,LOC6729500,LOC6538629,LOC108016439,LOC108155620,LOC117143741,LOC6619611,LOC120451528,Dmel\CG11168
38739at7215,LOC6505930,LOC6730007,LOC6538096,LOC108007207,LOC108155649,LOC117142981,LOC6612653,LOC120454561,Atg14
38749at7215,LOC6496199,LOC6736167,LOC6532156,LOC108008298,LOC108158556,LOC117137807,LOC6618919,LOC120446691,Dmel\CG3829
38761at7215,LOC6497471,LOC6730907,LOC6526764,LOC108005899,LOC108162982,LOC117150981,LOC6613277,LOC120455524,cutlet
3879at7215,LOC6493572,LOC6739017,LOC6534625,LOC108006887,LOC108153066,LOC117140754,LOC6616465,LOC120448384,COX8
38826at7215,LOC6504154,LOC6726148,LOC6524985,LOC108011149,LOC108160737,LOC117147015,LOC6617956,LOC120455651,SMC3
38859at7215,LOC6494921,LOC6734160,LOC6530106,LOC108008172,LOC108158154,LOC117135795,LOC6608844,LOC120444770,Dmel\CG13154
38862at7215,LOC6495531,LOC6733312,LOC6528365,LOC108017761,LOC108158181,LOC117137671,LOC6607932,LOC120452455,Tsp42Eg
3888at7215,LOC6497640,LOC27208192,LOC6526353,LOC108021080,LOC108162102,LOC117138418,LOC6617304,LOC120453084,Dmel\CG3862
